{'model_config': {'embedding_size': 50, 'hidden_layers': [100, 50], 'dropout_rate': 0.5, 'learning_rate': 0.001, 'weight_decay': 1e-05}, 'training_config': {'batch_size': 64, 'num_epochs': 25}, 'data_config': {'train_path': '../data/ml-100k/u1.base', 'test_path': '../data/ml-100k/u1.test'}}
------------------------------------------
user_embeddings.weight: 188600 B
item_embeddings.weight: 330000 B
user_linear.weight: 10000 B
user_linear.bias: 200 B
item_linear.weight: 10000 B
item_linear.bias: 200 B
------------------------------------------
Total trainable parameters: 0.5140 MB 
Epoch 1/25,	 Train Loss: 2.6918275895118713,	 Eval Loss: 1.5861084813507982,	 RMSE: 1.2491925709234284
Epoch 2/25,	 Train Loss: 1.8989751227378846,	 Eval Loss: 1.550964922284166,	 RMSE: 1.2355912984865298
Epoch 3/25,	 Train Loss: 1.8363748043060302,	 Eval Loss: 1.4916401827297272,	 RMSE: 1.2122418639598758
Epoch 4/25,	 Train Loss: 1.807252680015564,	 Eval Loss: 1.5067708233294015,	 RMSE: 1.2177389075884917
Epoch 5/25,	 Train Loss: 1.7575650589942933,	 Eval Loss: 1.5356538127215145,	 RMSE: 1.2294169327013253
Epoch 6/25,	 Train Loss: 1.7287233417510985,	 Eval Loss: 1.4795185641739697,	 RMSE: 1.2058334864130742
Epoch 7/25,	 Train Loss: 1.7210760958194733,	 Eval Loss: 1.5338321947061215,	 RMSE: 1.228591878948162
Epoch 8/25,	 Train Loss: 1.6955502125740052,	 Eval Loss: 1.5796126965135813,	 RMSE: 1.2474911875654995
Epoch 9/25,	 Train Loss: 1.6770057646751404,	 Eval Loss: 1.5650993646524203,	 RMSE: 1.241242970252879
Epoch 10/25,	 Train Loss: 1.665759662771225,	 Eval Loss: 1.5139541166087689,	 RMSE: 1.2198777937214293
Epoch 11/25,	 Train Loss: 1.652997266960144,	 Eval Loss: 1.5481233085496737,	 RMSE: 1.2341035766745148
Epoch 12/25,	 Train Loss: 1.6432942061424256,	 Eval Loss: 1.5404901264574582,	 RMSE: 1.2308069912904058
Epoch 13/25,	 Train Loss: 1.6439877207756042,	 Eval Loss: 1.506112859652827,	 RMSE: 1.2177617028317127
Epoch 14/25,	 Train Loss: 1.6282030298709869,	 Eval Loss: 1.5705510433108663,	 RMSE: 1.24292711360424
Epoch 15/25,	 Train Loss: 1.617201401948929,	 Eval Loss: 1.5421080582629378,	 RMSE: 1.2323439407232566
Epoch 16/25,	 Train Loss: 1.615080214214325,	 Eval Loss: 1.5675146703522045,	 RMSE: 1.2422924062469471
Epoch 17/25,	 Train Loss: 1.623306502532959,	 Eval Loss: 1.5419391604086843,	 RMSE: 1.2318021662443164
Epoch 18/25,	 Train Loss: 1.6092158226013185,	 Eval Loss: 1.593386615046297,	 RMSE: 1.2527039206332793
Epoch 19/25,	 Train Loss: 1.605415460729599,	 Eval Loss: 1.5575442093248946,	 RMSE: 1.2379117325960522
Epoch 20/25,	 Train Loss: 1.6063830729484558,	 Eval Loss: 1.5434116088925078,	 RMSE: 1.2324144541130826
Epoch 21/25,	 Train Loss: 1.6159581611156464,	 Eval Loss: 1.5115522068148604,	 RMSE: 1.2193157973561446
Epoch 22/25,	 Train Loss: 1.6040948261260985,	 Eval Loss: 1.5362431721184582,	 RMSE: 1.2295787517410248
Epoch 23/25,	 Train Loss: 1.6064293999195098,	 Eval Loss: 1.486487579231445,	 RMSE: 1.2092272252493048
Epoch 24/25,	 Train Loss: 1.613298773908615,	 Eval Loss: 1.5837717519019738,	 RMSE: 1.2486979674996073
Epoch 25/25,	 Train Loss: 1.5894275403976441,	 Eval Loss: 1.4864716175646067,	 RMSE: 1.2092174131757976
Minimum RMSE:1.2058334864130742
