cuda
{'model_config': {'embedding_size': 50, 'hidden_layers': [100, 50], 'dropout_rate': 0.5, 'learning_rate': 0.001, 'weight_decay': 1e-05}, 'training_config': {'batch_size': 64, 'num_epochs': 25}, 'data_config': {'train_path': '../data/ml-100k/u1.base', 'test_path': '../data/ml-100k/u1.test'}}
------------------------------------------
user_embeddings.weight: 188600 B
item_embeddings.weight: 330000 B
------------------------------------------
Total trainable parameters: 0.4946 MB 
Epoch 1/25,	 Train Loss: 1.3794103256702424,	 Eval Loss: 1.4586052216660863,	 RMSE: 1.1953770810269626
Epoch 2/25,	 Train Loss: 1.077567375278473,	 Eval Loss: 1.385764553524054,	 RMSE: 1.165245648772642
Epoch 3/25,	 Train Loss: 1.0028701138019562,	 Eval Loss: 1.3727022224721817,	 RMSE: 1.1596632405165728
Epoch 4/25,	 Train Loss: 0.9796376523494721,	 Eval Loss: 1.3686968230972656,	 RMSE: 1.1578018326949424
Epoch 5/25,	 Train Loss: 0.9628285401821136,	 Eval Loss: 1.3689326544920095,	 RMSE: 1.1577211875612805
Epoch 6/25,	 Train Loss: 0.9583236661911011,	 Eval Loss: 1.370684865374154,	 RMSE: 1.1583480638488943
Epoch 7/25,	 Train Loss: 0.9486688826799393,	 Eval Loss: 1.3717446839466643,	 RMSE: 1.1585680349425904
Epoch 8/25,	 Train Loss: 0.9455913655519486,	 Eval Loss: 1.3726706133482935,	 RMSE: 1.1588534104903554
Epoch 9/25,	 Train Loss: 0.9412934517621994,	 Eval Loss: 1.3718401656364099,	 RMSE: 1.1584305740619483
Epoch 10/25,	 Train Loss: 0.9373020297527314,	 Eval Loss: 1.371548506017691,	 RMSE: 1.1582510242942756
Epoch 11/25,	 Train Loss: 0.9331133405208588,	 Eval Loss: 1.3706511139107969,	 RMSE: 1.1577421686605973
Epoch 12/25,	 Train Loss: 0.9288508060693741,	 Eval Loss: 1.3714901835392839,	 RMSE: 1.1579442133633768
Epoch 13/25,	 Train Loss: 0.9284873262405395,	 Eval Loss: 1.3704824262914566,	 RMSE: 1.1574931079006336
Epoch 14/25,	 Train Loss: 0.9269341668605805,	 Eval Loss: 1.3698911722094869,	 RMSE: 1.1571770516802877
Epoch 15/25,	 Train Loss: 0.9239535615444183,	 Eval Loss: 1.371064006139676,	 RMSE: 1.1576299057041306
Epoch 16/25,	 Train Loss: 0.9197458374023437,	 Eval Loss: 1.3708406300209581,	 RMSE: 1.1575070946522146
Epoch 17/25,	 Train Loss: 0.9182942448139191,	 Eval Loss: 1.3736304138034297,	 RMSE: 1.1586616917091737
Epoch 18/25,	 Train Loss: 0.9136605528354644,	 Eval Loss: 1.374302053413452,	 RMSE: 1.1589058527929124
Epoch 19/25,	 Train Loss: 0.9099978056907654,	 Eval Loss: 1.372864392999643,	 RMSE: 1.158220409420753
Epoch 20/25,	 Train Loss: 0.9086363632202148,	 Eval Loss: 1.3732863306618346,	 RMSE: 1.1583239045377307
Epoch 21/25,	 Train Loss: 0.9061526023864747,	 Eval Loss: 1.3732764073454153,	 RMSE: 1.158232211477086
Epoch 22/25,	 Train Loss: 0.9036832832336426,	 Eval Loss: 1.3721585338488935,	 RMSE: 1.1577923874573712
Epoch 23/25,	 Train Loss: 0.9056160072803497,	 Eval Loss: 1.3721393072567047,	 RMSE: 1.157780016842849
Epoch 24/25,	 Train Loss: 0.9002038039684296,	 Eval Loss: 1.371322120911778,	 RMSE: 1.1573988393785781
Epoch 25/25,	 Train Loss: 0.8979773035526276,	 Eval Loss: 1.371480175862297,	 RMSE: 1.1574765723634604
Minimum RMSE:1.1571770516802877
