{'model_config': {'embedding_size': 50, 'hidden_layers': [100, 50], 'dropout_rate': 0.5, 'learning_rate': 0.001, 'weight_decay': 1e-05}, 'training_config': {'batch_size': 64, 'num_epochs': 25}, 'data_config': {'train_path': '../data/ml-100k/u1.base', 'test_path': '../data/ml-100k/u1.test'}}
------------------------------------------
user_embeddings.weight: 188600 B
item_embeddings.weight: 330000 B
user_linear.weight: 10000 B
item_linear.weight: 10000 B
------------------------------------------
Total trainable parameters: 0.5136 MB 
Epoch 1/25,	 Train Loss: 2.9728454828262327,	 Eval Loss: 2.0719899158127393,	 RMSE: 1.4250930256396586
Epoch 2/25,	 Train Loss: 1.973286121559143,	 Eval Loss: 1.9809344940292188,	 RMSE: 1.394265072186063
Epoch 3/25,	 Train Loss: 1.9188965646743774,	 Eval Loss: 1.8822349240414251,	 RMSE: 1.3571169701800498
Epoch 4/25,	 Train Loss: 1.9097195259094237,	 Eval Loss: 1.8858115848737023,	 RMSE: 1.3588276965314736
Epoch 5/25,	 Train Loss: 1.885233561515808,	 Eval Loss: 1.8822453757063649,	 RMSE: 1.359236027751003
Epoch 6/25,	 Train Loss: 1.8695718984603882,	 Eval Loss: 1.8850515785689552,	 RMSE: 1.3595133070023326
Epoch 7/25,	 Train Loss: 1.8582577226161956,	 Eval Loss: 1.8502319899801247,	 RMSE: 1.3470810011385628
Epoch 8/25,	 Train Loss: 1.8499590468406677,	 Eval Loss: 1.8637785683996,	 RMSE: 1.3529163988906847
Epoch 9/25,	 Train Loss: 1.8295736195087433,	 Eval Loss: 1.8249348855247132,	 RMSE: 1.3359872691592771
Epoch 10/25,	 Train Loss: 1.8425789258003236,	 Eval Loss: 1.7917590515491681,	 RMSE: 1.3253842234655135
Epoch 11/25,	 Train Loss: 1.8317274743556977,	 Eval Loss: 1.8719442942367195,	 RMSE: 1.3549490929940324
Epoch 12/25,	 Train Loss: 1.8258448824882507,	 Eval Loss: 1.7541081994867171,	 RMSE: 1.3109630443945326
Epoch 13/25,	 Train Loss: 1.8216560597896576,	 Eval Loss: 1.7963839078101869,	 RMSE: 1.3253615908716467
Epoch 14/25,	 Train Loss: 1.8245528122425079,	 Eval Loss: 1.8343569622062648,	 RMSE: 1.3407937827170944
Epoch 15/25,	 Train Loss: 1.8185632920742034,	 Eval Loss: 1.8023685957200992,	 RMSE: 1.3287442140072536
Epoch 16/25,	 Train Loss: 1.800594307231903,	 Eval Loss: 1.7276933463617636,	 RMSE: 1.3016457620459165
Epoch 17/25,	 Train Loss: 1.797195197725296,	 Eval Loss: 1.9139941434224192,	 RMSE: 1.3721318722204958
Epoch 18/25,	 Train Loss: 1.805712604045868,	 Eval Loss: 1.7737193081896907,	 RMSE: 1.3201421352658018
Epoch 19/25,	 Train Loss: 1.7773920731067658,	 Eval Loss: 1.6495693417402884,	 RMSE: 1.2731581816433133
Epoch 20/25,	 Train Loss: 1.7825665852069854,	 Eval Loss: 1.696932930535021,	 RMSE: 1.2919751594608284
Epoch 21/25,	 Train Loss: 1.7677428977012635,	 Eval Loss: 1.7071412163801467,	 RMSE: 1.2956649418529633
Epoch 22/25,	 Train Loss: 1.7609978318691253,	 Eval Loss: 1.7842441998160303,	 RMSE: 1.324685239923611
Epoch 23/25,	 Train Loss: 1.7533551917076111,	 Eval Loss: 1.657562071903826,	 RMSE: 1.2763065144181054
Epoch 24/25,	 Train Loss: 1.7407230716228486,	 Eval Loss: 1.6920373117009673,	 RMSE: 1.2896551006492218
Epoch 25/25,	 Train Loss: 1.732701128101349,	 Eval Loss: 1.6886383776371472,	 RMSE: 1.288493127683368
Minimum RMSE:1.2731581816433133
